CT Hotel ID,AVERAGE_PRICE_DIFFERENCE
718965,500
718969,938
718978,1488
719024,290
719029,127.142857143
719052,299.75
719058,649
719078,750.5
719102,99.5
719104,399
719109,1000
719126,2800
719131,763.5
719132,300
719139,1000
719144,200.333333333
719180,700
719197,1700
719217,314
719228,750.333333333
719236,900
719238,1500
719240,1962.5
719245,66.6666666667
719257,400
719266,445
719268,205.666666667
719274,1770.33333333
719285,1519
719350,550
719375,215
719378,400
719388,1000
719397,401
719438,4000
719447,1101
719448,325
719453,1000
719470,225
719541,1999
719564,400
719574,100
719584,1000
719590,2000
719593,996
719600,99
719605,333.333333333
719608,400
719623,490
719643,500
719663,501
719665,505
719667,100
719669,350
719673,576
719676,600
719704,600
719737,2691.5
719743,899
719759,194
719785,600
719795,500
719799,400
719803,450
719806,100
719810,650
719822,200
719837,750
719859,1260
719860,351.333333333
719861,361
719887,2300
719889,110
719906,100
719911,400
719929,170
719979,260
719980,400
719991,1501
720011,500
720012,11
720040,800
720058,300
720084,512
720098,1050
720119,1200
720121,399
720126,200
720139,116.5
720140,125
720217,175
720218,500
720238,500
720258,2225
720266,345.714285714
720292,1604.01298701
720295,1600
720304,700
720313,478
720323,300
720358,600
720363,1241.66666667
720378,924
720385,272
720423,591
720486,550
720498,700
720502,628
720519,500
720532,1500
720542,882
720557,600
720566,1200
720614,1000
720616,826
720625,700
720670,300
720679,1118
720719,1300.5
720720,1500
720800,1151.83333333
720801,434
720938,1000
720941,556
721019,1000
721039,6690
721082,4983.33333333
721084,400
721085,500
721098,100
721099,600
721139,1300
721157,100
721158,808
721205,100
721224,750
721237,30000
721418,875
721461,1200
721479,358
721558,1500
721561,1299
721563,50
721579,300
721601,700
721604,346
721618,303
721621,300
721626,499.9
721639,1000
721720,400
721803,300
721817,300
721901,310
721904,1000
721944,2000
721961,200
722026,600
722069,933.333333333
722119,500
722139,767
722158,592
722183,775
722199,725
722297,500
722358,1931.16666667
722362,1500
722430,1500
722437,1500
722439,390
722467,69
722561,699
722597,475
722617,250
722679,800
722703,599.833333333
722705,300
722737,200
722798,590.333333333
722801,483.333333333
722809,400
722813,650
722825,300
722826,900.666666667
722837,500
722842,2000
722843,760
722868,601
722878,2900
722897,300
722899,450
722918,2000
722921,650
722932,350
722998,150
723008,449
723010,500
723114,5000
723115,600
723157,100
723177,426
723190,194
723191,629
723200,618
723222,300
723238,8500
723241,999
723259,800
723277,200
723297,1049
723318,8.58333333333
723322,3495.5
723337,300
723346,300
723399,833.333333333
723437,2000
723441,1600
723478,1100
723483,800
723512,300
723652,3276
723697,9500
723743,300
723748,450
723751,1000
723759,625
723763,600
723767,650
723780,5500
723784,140
723801,750
723817,475
723844,71.1111111111
723865,429.5
723883,500
723893,250
723898,500
723938,325
723964,300
723972,250
724010,250
724050,300
724052,200
724057,500
724064,600
724067,1000
724117,386
724139,500
724141,1500
724147,716.5
724150,1050
724152,200
724197,2500
724204,662.25
724222,1000
724243,1301
724257,500
724265,249.75
724272,1883.33333333
724285,50
724301,500
724306,56
724335,183.5
724337,400
724359,500
724425,312
724429,625
724459,300
724464,575
724465,2500
724466,524
724497,600
724519,550
724522,296.5
724577,6000
724582,800
724597,300
724599,179
724637,501
724688,933.5
724693,500
724706,675
724743,2150
724745,5500
724747,700
724751,2500
724753,1779
724840,439
724844,400
724846,1000
724857,879
724863,1800
724877,467
724905,625
724937,1350
724940,1200
724951,500
725043,300
725050,290
725053,916.666666667
725060,271
725062,500
725065,343.375
725068,337
725075,194
725101,130
725104,34000
725109,10000
725237,450
725239,700
725244,300
725299,200
725317,800
725357,5400
725360,300
725380,350
725405,974.5
725423,2092.85714286
725505,500
725519,1025
725559,700
725581,110
725589,847
725600,1610
725645,900
725681,1750
725698,166.666666667
725717,900
725737,450
725847,1500.33333333
725857,600
725858,1000
725859,1000
725938,80
725958,10550.5
725960,1500
726001,4750
726022,600
726059,500
726064,700
726190,200
726228,700
726301,299
726310,700
726311,850
726330,415
726344,300
726380,800
726383,450
726541,2467.26666667
726548,5566.66666667
726568,166.666666667
726571,800
726656,1250
726659,300
726670,1055.5
726673,600
726674,550
726694,2400
726715,747.5
726722,501
726734,600
726742,200
726751,600
726752,601
726755,1700
726775,1000
726776,500
726779,500
726890,1
729400,1
729405,2100
729413,500
729430,1312.5
729434,1250
729437,1425
729445,1500
729451,475.333333333
729452,690
729514,700
729539,800
729545,1000
729610,300
729631,250
729638,800
729674,700
729786,752.5
729791,500
729793,4066.66666667
729811,89
729817,600
729834,250
729847,703
729870,225
729910,4250.5
729938,199
729979,36.5
730058,545.5
730061,927.333333333
730090,400
730092,2200
730215,400
730230,328.571428571
730235,2425.5
730274,1177
730313,228
730331,993
730333,1250
730358,500
730390,390
730392,500
730435,1233.33333333
730551,499
731651,260
731695,366.666666667
731697,342.35
731703,1500
731810,500
731811,521
731814,550
731819,550
731871,789.8
731911,67
731941,200
731957,1000
731969,1000
731979,1870
731987,100
732010,100
732012,500
732013,485
732082,790
732114,293
732151,1582
732205,966.5
732229,501
732400,1500
732404,250
732564,5000
732566,656.5
732682,335
732686,716.166666667
732800,400
732888,2000
732922,300
733120,1001
733128,626
733160,640.5
733324,500
733352,500
733364,675
733414,873.333333333
733480,400
734930,600
735070,1650
735094,20000
735122,400
735134,250
735168,333.333333333
735188,662
735206,1400
735214,50
735216,450
735228,209
735326,300
735344,400
735346,501
735400,652.857142857
735404,2026.33333333
735560,630
735570,300
735682,2000
735722,1000
735738,1000
735840,200
735880,1001
735920,751
735938,8333.33333333
736166,626.666666667
736200,4000
736214,33.3333333333
736324,1000
736328,500
736410,200
736424,1700
736446,5000
736486,995
736524,1200
736658,200
736682,1132
736762,400
736764,550
736920,700
736960,600
737040,318.5
737054,683
737062,400
737130,250
737132,400
737208,1800
737286,1000
737378,1000
737444,800
737524,400
737526,1500
737528,400
737680,500
737722,500
737840,533.333333333
737842,900
737846,1162
737966,5608.41666667
738008,485.5
738010,299
738124,4750
738130,1250.07142857
738136,200
738140,200
738144,1192
738170,955
738200,1100
738248,250
738252,350
738260,2000
738338,1000
738440,700
738448,606.75
738644,290
738654,675
738760,200
738802,287.5
738804,2300
738842,1125
738886,1500
738924,100
739042,1100
739050,200
739056,261
739160,400
739166,1918
739212,400
739272,500
739322,1126.5
739336,1200
739360,666.666666667
739382,1000
739580,3000
739588,333.333333333
739592,317.666666667
739606,450
739650,500
739698,100
739728,201
739812,400
739848,500
739860,782
739862,4000
739866,300
739872,4000
740086,567
740098,300
740104,1050
740108,625
740176,199
740216,900
740218,900
740280,500
740284,450
740327,98
740334,500
740480,1000
740503,300
740524,700
740593,150
740599,500.5
740604,1000
740627,350
740640,900
740642,1000
740649,1333.33333333
740712,775
740730,29
740742,733.333333333
740744,945
740766,562
740771,1500
740962,499
740964,500
741082,2900
741088,300
741094,550
741130,250
741142,100
741152,300
741158,999.5
741172,316
741192,600
741212,500
741256,423
741260,516.5
741266,400
741280,504
741328,5001
741330,300
741414,99
741444,801
741452,500
741484,1250
741628,11000
741664,1150
741736,200
742202,1800
742218,1000
742240,750
742286,500
742336,3750
742370,1
742378,283.5
742422,3400
742482,300
742490,500
742504,968
742570,400
742572,1700
742614,500
742632,1600
742650,800
742654,430
742656,600
742660,1350
742766,800
742778,254.5
742798,600
742806,200
742822,1945.83333333
742882,200
742906,507
742918,551
742920,450
742948,792
743126,800
743144,301
743148,363
743216,400
743310,100
743364,1150
743484,2662.5
743516,500
743544,500
743694,450
743698,280
743730,685
743780,350
743830,1000
743854,950
743874,500
743970,330.5
743986,281.5
743994,601
744034,300
744058,1400
744200,700
744246,2650.5
744270,400
744286,921
744290,617
744320,310
744382,200
744444,200
744446,300
744490,200
744538,401
744540,350
744550,350
744600,200
744644,601
744686,800
744720,450
744758,1382
744762,100
744780,850
744814,1650
744856,300
744950,385
744960,149
744972,820
744988,1000
745022,270
745026,533
745152,1358.66666667
745156,5083.33333333
745196,406.666666667
745226,1000.5
745246,649
745282,200
745304,125
745312,1325
745320,180
745340,525
745366,1765
745642,4264.5
745742,266
745750,2500
745752,350
745768,333.333333333
745922,279.166666667
746000,2083.33333333
746012,800
746244,400
746410,601
746432,500
746852,1150
746926,200
747004,1098.375
747136,100
747138,399
747144,1000
747182,50
747188,500.5
747374,500
747380,910
747422,1500
747492,3216.66666667
747542,500
747648,854
747650,300
747652,999
747662,375
747668,500
747704,1000
747760,2301
748726,2316.66666667
748832,250
752948,700
753344,500
753520,95
753622,1550
755124,300
755166,500
755288,500
755342,201
755346,375
755352,1432.85714286
755392,3390
758568,1499.33333333
760580,1000
760610,1000
760624,2647
760656,350
760722,125
760728,1000
760730,300
760766,199
760908,918
760912,450
760926,1625
760928,700
760930,930.666666667
760940,750
761020,625
761046,800
761086,1875
761250,1000
761268,750
761340,99
761374,1200
761380,200
778284,11000
778302,1000
778352,700
778404,500
778410,700
778528,1250
778536,100
778548,1407.5
779880,5000
785384,6500
805634,3001
810370,2000
810736,1500
811936,249.5
812682,400
841038,241
841078,500
841814,3583.33333333
841840,100
841874,350
841880,10950
841888,500
865612,400
865620,6500
865640,41400
865730,1650
866396,1000
866434,1050.5
866480,600
866554,501
866682,200
866732,395
866798,199
866800,750
866832,810
866848,750
867194,1118
867240,500
867246,157.857142857
867290,1000
867310,150
867324,3000
867438,800
867470,200
867476,500
867526,50
867544,1000
867552,251
867578,10850
867592,341
867620,500
867638,1500
867640,1400
867650,400
867688,1257.6
867734,900
867784,1250
867830,2000
867868,750
867878,500
867886,400
867902,330
867936,500
867940,1733.33333333
867952,601
867962,600
867980,1000
867996,101
868000,588
868008,2450
868078,2625
868106,412.5
868114,200
868118,699.5
868122,1010
868124,200
868134,499
868138,300
868140,300.5
868168,300
868180,400
868188,400
868200,893.333333333
868244,100
868284,1000
868334,566
868348,1100
868436,800
868466,510
868488,21831.3333333
868512,500
868590,600
868596,350
868598,249.5
868618,400
868644,1400
868714,400
868716,300
868734,137.333333333
868870,50
868882,400
868898,500
868930,600
868940,450
869092,3500
869142,500
869194,250
869346,3949.5
869430,2152.33333333
869454,300
869458,250
869590,393
869630,833.333333333
869660,174
869708,466.666666667
869712,300
869720,1000
869756,300
869760,800
869786,1301
869822,200
869840,800
869876,500
869940,1283.33333333
869952,1500
869966,800
870020,800
870038,500
870132,1246.5
870206,258.333333333
870278,899
870398,400
870508,2000
870558,219
870634,500
870690,3000
870720,1500
870782,100
870856,549.666666667
870958,525.666666667
870962,1200
870978,500
871054,600
871390,275
876796,445
876800,1700
876802,1100
876856,501
886942,350
891966,1650
904620,500
904648,900
914800,2800
915810,866.666666667
916340,649.5
934478,335.5
934616,600
934620,800
934626,2500
954950,200
955004,600
955034,435
955278,1700
955282,1619
955340,1300
955398,400
955414,133.333333333
955422,800
955500,591.666666667
955646,666.666666667
955742,500
955766,1166
955796,700
955832,807.25
955836,300
955852,2795
955876,300
955902,501
956008,300
956032,300
956034,700
956066,500
956090,83.3333333333
956142,888.5
956858,299
956922,400
956940,900
956996,950
957068,119.25
957108,2750
957142,920
957276,200
957314,2800
957572,851
961010,2719
987966,400
988000,500
993116,1172.5
993118,2500.5
995896,1000
998052,400
1098134,1000.0
1116550,1666.66666667
1126556,866.666666667
1126596,400.5
1136698,200
1136752,700
1136850,175
1136866,1500
1162066,1875
1282754,300
1309636,400
1323064,619
1323108,500
1323138,678
1323322,1217.5
1323336,150
1323358,1007
1323622,700
1324246,1350
1324322,1000
1324342,1033.33333333
1324388,678.571428571
1324446,5150
1324608,2083.33333333
1324646,2566.66666667
1324676,1176.5
1324678,499
1324704,610.666666667
1324784,3500
1324800,300
1324888,300
1325168,1700
1325170,300
1325300,400
1325348,810
1325374,300
1325476,200
1325554,2166.33333333
1325852,1400
1325864,500
1325872,750.2
1325916,125
1325968,1000
1325988,200
1326082,200
1326112,2000
1326230,345
1326238,279
1326514,1610
1326640,25000
1326700,1100
1326820,250
1326848,750
1327046,2518.5
1327118,616
1327156,300
1327216,650
1327290,968.5
1327304,250
1327354,190
1327360,1000
1327364,1000
1327376,376
1327410,350
1327510,1000
1327522,4499.5
1327734,501
1327836,3973.66666667
1327852,2300
1328034,450
1328196,713.5
1328260,500
1328274,2000
1328296,830.5
1328336,3200
1328340,2000
1328428,500
1328464,375.5
1328480,1000
1328482,1300
1328486,5639
1328488,1045.83333333
1328506,819.5
1328544,500
1328588,300
1328628,875.75
1328638,200
1328688,500
1328780,2000
1328934,405
1328980,752.333333333
1329020,83
1329064,100
1329088,600
1329128,600
1329330,15000
1329454,400
1329488,437
1329586,350
1329618,800
1329702,3939800
1329740,600
1329770,472
1329772,1601
1329918,466.666666667
1329940,150
1329960,501
1330014,714
1330420,300
1330586,600
1330688,110
1330742,12
1330750,3667.66666667
1330806,401
1330838,1000
1330966,300
1331056,200
1331082,500
1331442,1100.0
1331644,1400
1331708,2000
1331736,840
1331766,600
1331848,500
1331874,369
1331974,1000
1332044,1585
1332066,453
1332094,484.5
1332186,2575
1332314,194.5
1332538,200
1332580,400
1332608,3400
1332648,700
1332790,1000
1332918,1500
1333080,200
1333426,1300
1333470,1668
1333498,5000
1333692,630.583333333
1333742,850
1334138,450
1334200,2241.5
1334202,750
1334238,1000
1334710,200
1334902,800
1334936,538
1334944,100
1335538,500
1336202,1150
1336232,1000
1336650,1101.51515152
1336932,500
1337266,8100
1337268,6500
1337300,200
1337314,2002000
1337318,1000
1337364,1000
1337568,500
1337592,221.166666667
1337600,5000
1337656,1509
1337666,1999
1337860,133
1337872,303
1338088,701
1338280,1000
1338536,536
1338796,2533.33333333
1338804,157
1339390,1366.33333333
1339422,400
1339460,2111.5
1339526,375
1339764,267
1339918,500
1339960,566.666666667
1340760,300
1341150,99.8
1341158,750
1341388,250
1341416,1600
1341470,781.25
1341476,486.4
1341676,566.666666667
1341708,250.25
1341834,400
1341976,750
1341984,200
1342108,840
1342208,4000
1342862,262.5
1342898,1500
1343174,500
1343364,900
1343420,350
1343452,200
1343462,360
1343520,1049
1343876,969
1343904,750
1344086,700
1344246,1000
1344298,734
1344338,760.2
1344634,775
1344798,332.666666667
1345034,1100
1345090,300
1345226,300
1345228,375
1345266,900
1345502,950
1345594,45
1345690,200
1345844,200
1345846,150
1345926,600
1345946,233.666666667
1345948,350
1346042,500
1346164,5500
1346352,540
1346382,800
1346386,1
1346990,899.5
1347012,400
1347016,400
1347238,500
1347602,432.666666667
1347666,300
1347700,7666.66666667
1347806,1000
1348390,700
1348864,1000
1348900,2500
1348954,3700
1349100,13250
1349140,6800
1349372,800
1349916,250
1349954,145
1349956,300
1349966,125
1350228,883.333333333
1350370,491
1350580,2800
1350606,100
1350788,150
1351274,3000
1351358,1583.33333333
1351448,3866.66666667
1351718,1250
1351954,200
1351968,1840
1352356,97
1352408,1000
1352698,1000
1352704,700
1352808,700
1352970,400
1353074,400
1353474,2200
1353614,550
1353916,700
1353924,200
1353936,230
1354122,200
1354124,750.5
1354126,400
1354130,33.1666666667
1354170,1300
1354234,763
1354350,500
1354424,500
1354458,7166.66666667
1354520,750
1354528,1549
1354758,625
1354782,250.5
1354824,700
1354942,2000
1354956,2534
1354994,300
1355004,3700
1355172,410
1355580,4002
1355590,4308.33333333
1355618,450
1355836,1200
1355998,200.0
1356054,815
1356496,400.333333333
1356504,1000
1356522,200
1356530,82
1356580,301
1356778,300
1356800,225
1356808,160
1356882,900
1357110,195
1357142,5650
1357166,1301
1357170,450
1357174,500
1357186,1000
1357192,1000
1357196,3591
1357232,1890.5
1357250,2041.66666667
1357288,3100
1357310,810
1357324,1033.33333333
1357348,166.666666667
1357374,450
1357380,499
1357386,306.480519481
1357768,8914.28571429
1357876,500
1357884,300
1357912,200
1357954,11833.3333333
1357992,2742.14285714
1358006,768
1358016,533.333333333
1358034,3200
1358038,910
1358052,769.285714286
1358074,300.0
1358100,1750
1358112,1000
1358124,201
1358222,693
1358234,809.333333333
1358342,156
1358390,200
1358412,400
1358478,1336.66666667
1358566,833.333333333
1358618,300
1358630,1700
1358640,750
1358662,500
1358674,3893.75
1358702,1400
1358706,300
1358750,25.5
1358808,3525
1358854,262.5
1358872,313
1359012,550
1359022,750
1359030,1500
1359032,2750
1359040,184
1359088,950
1360058,200
1360072,4628.33333333
1360078,799
1360100,8001
1360118,1080
1360226,200
1360236,792
1360250,1000
1360252,600
1360274,400
1360278,1840
1360280,400
1360306,235
1360322,1450
1360328,500
1360330,687.5
1360340,2001
1360346,500
1360350,500
1360364,400
1360380,400
1360388,200
1360392,700
1360446,200
1360486,2053
1360500,750
1360502,315
1360522,1300
1360526,2500
1360544,250
1360578,500
1360620,1599
1360638,500
1360642,603.081818182
1360676,1000
1360684,1400
1360694,445
1360696,100
1360704,840
1360726,300
1360728,1023.5
1360730,890.5
1360770,2250
1360778,400
1360780,1666
1360782,133.333333333
1360788,800
1360796,720.2
1360830,633.333333333
1360838,300
1360862,218
1360866,3850
1360900,438
1360942,700
1360956,300
1360962,375
1360966,1000
1361008,500
1361028,1499
1361074,5000
1361080,1291.66666667
1361082,250
1361084,500
1361102,9230.66666667
1361106,290.5
1361118,253
1361130,400
1361158,180
1361162,550
1361164,750
1361178,1035
1361182,500
1361190,2000
1361208,651
1361210,1001
1361226,1720
1361242,2000
1361254,710
1361282,500
1361286,217.333333333
1361296,500
1361302,400
1361322,3000
1361374,200
1361378,10675
1361398,200
1361432,250
1361446,1272.5
1361450,500
1361454,1550
1361468,2000
1361472,500
1361474,400
1361490,2950
1361530,3000
1361536,400
1361546,3150
1361550,2400
1361564,3683.33333333
1361596,2000
1361610,700
1361612,1500
1361620,6500
1361626,11500
1361634,1486.57142857
1361698,1275
1361700,1750
1361702,403.5
1361728,400.5
1361750,394
1361766,700
1361818,1000
1361826,500
1361828,366.666666667
1361844,1000
1361858,1200
1361864,1400
1361904,1000
1361990,5252.5
1362020,6000
1362032,851
1362046,4500
1362062,552.166666667
1362072,3250
1362078,1000
1362082,1917.5
1362084,166.5
1362090,150
1362094,750
1362102,249.5
1362126,300
1362134,1300
1362146,1000
1362168,484
1362172,1500
1362220,1500
1362224,617
1362226,236.666666667
1362236,150
1362240,775
1362242,300
1362254,750
1362256,300
1362262,1133.33333333
1362266,33.3333333333
1362268,950
1362270,100
1509596,515
1509606,932
1509614,1699
1509644,500
1509646,13000
1509654,9264
1509660,800
1509680,221
1509732,344
1509740,2500
1509756,500
1509770,1650
1509782,400
1509794,300
1509800,150
1509806,200
1509808,8500
1509814,2000
1509826,800
1509844,400
1509848,1600
1509878,2000
1509888,402
1509890,500
1509900,850
1509910,500
1509916,3000
1509922,2200
1509928,4333.33333333
1509946,2000
1509956,3030
1509964,5000
1509982,200
1509994,1000
1510034,1089
1510044,275
1510118,2700
1510148,200
1933760,500
1958208,501
2043378,601
2043384,100
2043386,1000
2043402,1000
2043496,2000
2043500,388
2043506,400
2043508,1000
2043510,200
2043516,233.333333333
2043534,500
2043560,1400
2043564,500
2043572,375
2043624,200
2043628,1000
2043640,450
2043654,595
2043656,7550
2043658,1000
2043698,7000.4
2043730,400
2043732,900
2043734,775
2043748,1000
2043764,600
2043792,100
2043810,400
2043812,50
2043822,1000
2043846,362.5
2043890,966.333333333
2043896,1000
2043910,487.5
2043914,807.666666667
2043926,1000
2043940,550
2043976,1125
2043992,841.333333333
2043996,975
2044040,750
2044058,400
2044060,2200
2044062,500
2044064,2000
2044080,500
2044094,3000
2044100,1499
2044126,250.5
2044142,1000
2044154,300
2044158,1000
2044166,249.5
2044172,699
2044174,1200
2044178,999
2044182,500
2044202,489.5
2044206,2046.75
2044210,250
2044212,100
2044228,1000
2044242,1000
2044250,570
2044338,1050
2044346,566.666666667
2044398,400
2044402,550
2044406,500
2044418,1446.66666667
2044442,4500
2044448,300
2044458,100
2044460,200
2044492,1176.66666667
2044508,486
2044526,239
2044542,905
2044560,250
2044564,389.75
2044574,510
2044576,501
2044626,500
2044658,625
2044664,200
2044666,970.5
2044670,2000
2044676,625
2044700,217.5
2044720,1250
2044724,2123.5
2044738,500
2044742,600
2044752,1500
2044754,6975
2044760,299
2044772,500
2044786,301
2044788,500
2044792,1025
2044798,301
2044800,194
2044806,737.5
2044812,4250.1
2044814,600
2044816,600
2044818,600
2044834,701
2044842,1595
2044944,1000
2044958,451
2044980,200
2044984,801
2044986,970
2044994,1400
2044998,1200
2045006,2000
2045024,500
2045030,1574
2045074,1000
2045112,2017
2045114,500
2045124,500
2045132,1175.83333333
2045170,300
2045200,600
2045220,500
2045242,589
2045266,500
2045270,1000
2045274,800
2045294,1500
2045298,500
2045302,400
2045306,156.5
2045310,1
2045358,249.5
2045362,1250
2045370,300
2045372,500
2046426,5000
2046442,199
2046460,2833.33333333
2046844,1410
2046848,2500
2046996,700
2047104,650
2047120,289
2047196,360
2047226,1500
2047288,2368.66666667
2047312,1000
2047348,600
2047366,500
2047376,1825
2047404,500
2047456,400
2047546,100.5
2047564,4000
2047578,1695
2047608,500
2047696,400
2047700,166.666666667
2047770,251
2047780,2156.5
2047784,625
2047804,397.5
2047862,102
2047884,501
2047992,3333.33333333
2048000,1750
2048024,501
2048042,5000
2048060,311
2048076,2000
2048082,500
2048086,1172.45454545
2048094,1000
2048114,1250
2048128,100
2048152,481
2048164,850
2048200,14.05
2048204,680
2048222,1000
2048252,550
2048282,500
2048288,500
2048294,49.5
2048296,2000
2048310,3333.33333333
2048318,249
2048334,1250
2048338,700
2048340,700
2048344,700
2048354,500
2048360,1100
2048376,8171
2048386,1000
2048392,1000
2048444,500
2048448,199
2048468,550
2048500,200
2048502,650
2048528,8000
2048536,2000
2048554,1
2048610,900
2048616,2440
2048644,366.666666667
2048712,300
2048716,399
2048724,550
2048736,500
2048748,500
2048784,200
2048840,440
2048882,150
2048886,1034.5
2048904,99
2048936,2000
2048962,500
2048964,150.5
2048984,2600
2048998,400
2049024,600
2049038,700
2049040,800
2049072,325
2049122,600
2049128,499
2049136,252
2049190,2500
2049340,400
2049348,1593
2049352,400
2049404,999
2049424,1650
2049468,1100
2049484,1800.5
2049488,350
2049490,700
2049496,1500
2049504,850
2049508,500
2049528,447.5
2049564,500
2049574,372.5
2049676,3762.83333333
2049720,249
2049724,1059
2049728,1500
2049732,5000
2049756,400
2049800,1700
2049982,500
2050028,299
2050036,1000
2050064,1300
2050104,400
2050136,2000
2050214,2011
2050286,300
2050296,1450
2050324,18500.6666667
2050332,500
2050348,7625
2050354,4000
2050396,97500
2050400,1250
2050404,1200
2050424,100
2050444,333.333333333
2050466,1000
2050470,100
2050472,500
2050476,1000
2050484,666.666666667
2050508,300
2050520,500
2050554,4250
2050562,1000
2050594,300
2050596,400
2050598,125.2
2050620,201
2050690,1500
2050704,1000
2050728,300
2050808,40000
2050812,2778
2050844,600
2050860,333
2050870,1700
2050912,3280.5
2050930,180
2050960,350
2050962,331.5
2050966,151
2050970,199
2050996,200
2051018,1200
2051038,500
2051040,6000
2051068,335
2051080,500
2051120,1207.5
2051124,214
2051136,600
2051148,200
2051158,300
2051168,450
2052206,200
2052216,285.5
2052220,1888
2052736,7000
2052764,300
2052784,400
2052796,3800
2053148,4750
2158968,1000
2159008,200
2159090,1600
2159130,416.666666667
2159264,1000
2159448,200
2159618,266
2159690,910
2159694,500
2159728,2800
2161462,2000
2167728,3000
2167848,5501
2167858,3688
2167892,1165
2167894,1379
2167968,1748
2168088,500
2168248,670
2168252,1400
2168288,400
2168368,1299
2168490,1500
2168568,500
2168648,571
2168650,450
2176740,700
2176850,1010
2176970,15000
2177010,2659.25
2177056,396
2177068,300
2177538,1002
2177546,500
2177584,250
2177730,200
2177970,412.5
2177978,500
2178010,100
2178460,200
2178530,575
2179050,112
2179096,500
2179104,500
2179170,1150
2179174,200
2179290,700
2179370,1325
2179650,400
2180090,500
2180172,500
2180180,441.166666667
2180250,700
2180374,7850
2180570,200
2181092,1000
2181290,918.5
2181548,900
2181858,200
2182012,2000
2182170,250
2182250,5000
2182252,5000
2182254,5000
2182450,2200.5
2182572,500
2182770,601
2182970,2000
2183370,405
2183410,1200
2185130,425
2185172,1096
2185210,255
2185250,1588
2185258,600
2249530,5250
2249570,482
2354892,1001
2354930,250
2354970,1001
2355296,1000.5
2355330,5000
2355450,1250
2355456,3300
2355496,1000
2355656,801
2356050,1101.5
2356130,500
2356292,1640
2356450,249
2356614,15000
2356830,1000
2357230,3800
2357276,300
2357308,699.5
2357440,2000
2357634,310
2357710,49.8333333333
2357720,350
2358470,600
2358758,623
2358836,500
2358970,3000
2359010,1000
2359012,250
2359050,700
2359290,3255
2359292,200
2359294,300
2359454,1000
2359518,4237
41092,2000.0125
383451,498.995694
732081,400.013786
743584,150
423332,299.99491265
715857,700
308700,199.995
318083,329.992314
735882,550
719748,550
329301,2529.990082
330179,300.0
165580,549.996714
955400,300
716357,198.999801
729630,589.997514
709186,330
41078,2769.990995
1360204,1000
744054,299.9875
726661,2700
712211,495
711540,500
1325672,300
321695,550
710506,1000.005714
744288,200
41978,509.840587
381793,999.988333
308440,1870
867308,1880.006332
123245,1500.001428
327236,500
710827,1100
41335,1101.999116
718821,508.479166667
717577,700
329018,500
207261,199.995
725721,2700.0
720476,300
724997,200
386673,59.007307
724264,199.99797035
1328812,770.020749
313781,200
760914,500.01
731794,500
329380,1000
744102,412.5
740353,500
721606,219.9875
309740,4800.0
313868,275.006458
747646,350.004583
711644,549.999583
42945,499.98841029
375238,1299.994166
386196,990
41459,500
353361,500
720080,90
316077,549.999583
165925,220
717197,500.000833
713292,549.996693
709902,350
720389,551.092889
313801,1760
744826,1100
1356592,549.999583
165737,675
715917,999.99975
319914,137.506666667
306821,550
51664,899.997501
710825,630
1357996,1155.008814
1325706,800
331230,991.093333333
1325578,300.002499
738280,2600.009142
331430,570
713791,990.005514
753342,1100.007714
707854,551.106222
725680,500
317578,1759.993856
739092,400
710640,1169.997416
42953,1250
717192,1375
712968,194.715132
870088,700.004668
712349,1000.00091598
41871,1000
166099,200
383590,1999.997142
712590,0.0128811499901
261153,1500
1337594,500
1343172,400
40908,499.993513
934756,440
1357350,1000
387295,500
723723,799.99992
713810,477.986666667
1362272,550
42410,410.308206
1357118,937.990188
388155,350
717427,500
377667,625
741248,600
384116,99.9975
876858,450.0
714202,1125
732524,300
378790,659.998914
40810,220.0044
1325044,1000
725845,500
714831,350
1351964,459.996115
716885,399.997142
374905,199.9998
329258,1000
717444,455
711972,550
726469,500
1342842,399.99
1328870,1099.993428
1325840,1000
328719,660
729825,900.0125
718581,4020
719866,3078.896359
709160,499.999875
378961,49.99875
355079,100.0027
41188,500
335260,118.00236
730171,1000
719804,500
724180,1869.994542
711246,500.004
711789,199.995
1361870,341
1356484,901.005831
743696,200.012125
380003,662
726328,220.01327833
40019,1200
413467,550
314365,4081
382590,1599.999997
40533,742.51477
40392,500.000833
40975,500.000833
1361370,1200.009714
869052,440
1349990,470.499095
160473,110
210960,4500
717580,1100
386735,1000
1361622,700
722862,200.008333
166108,389.9875
866676,220
41297,3501
1358852,299.9925
380370,909.993391
327634,200
708775,660
377400,799.986666667
745046,1605
710541,770.020749
329341,770
384633,2199
716888,1500
41509,53.905319
724138,199.995
717980,200
309640,1000
47756,1200
714823,535.706607
715054,800
387115,500
707634,618.744531
729737,1000.001666
40905,606.102071
40582,1650
40527,1650
716680,1100
41189,9500
747080,1600
730149,500
732964,1177.009254
724902,679.997856
747426,699.995833
715160,659.990422
380513,660.0132
709487,500
314061,5498.90666667
870246,550.001151
745224,530
330079,500
1136718,329.999876
41149,20.000798
296623,500
192596,500.000833
282923,18037.8
42040,357.5
354684,1100
1327344,856.698582
719444,384.993414
316218,280
708861,999.99423
1360822,774
52711,137.619166667
315577,1320.012114
876776,7000
211262,400
334583,900
708604,500
355039,1100
707745,94.601892
716997,1100
730470,550
318298,699.998172
738206,1100.012499
384494,771.087389
41454,2500.000875
